alpha1,alpha2,V1_1,V1_2,V2_1,V2_2
0.17894835324666794,0.07746451322281112,-1.6934155182089632e-16,-8.843990424986396e-18,-5.696768261574191e-17,0.01629565918550847
1.19930591864024,0.44873656216697155,-7.979783141448913e-18,-6.892120392074802e-20,-3.1919132565795657e-18,0.002607305469681375
1.80434902659841,0.5422449857725754,-1.4737937943402597e-17,1.6815438408336145e-17,-5.895175177361039e-18,0.0004171688751490336
0.9236131630281699,0.15254727090223782,-4.6464694198754465e-18,3.365116721910656e-17,-1.858587767950179e-18,6.674702002386869e-05
-1.3740934681211496,-0.6106562956093551,-1.810834781377436e-17,1.6826183499712203e-17,-7.243339125509745e-18,1.0679523203826933e-05
-1.54454705147502,-0.37355630234626597,-1.2819949333113688e-18,5.889258513517192e-17,-5.127979733245475e-19,1.7087237126317607e-06
-0.6661472606759761,-0.11703638333188404,-4.647306160783942e-18,2.5239691474533163e-17,-1.858922464313577e-18,2.73395794034139e-07
-0.12365535146376104,-0.002647587252750697,7.61197571461207e-17,4.2066163346102735e-17,3.044789071723085e-17,4.3743327068077016e-08
2.40234651975894,0.9619976428046764,-1.7964256355705256e-16,2.5239698516436248e-17,-7.185702153763287e-17,6.9989323377911734e-09
1.7254548166836399,0.30538286955158545,-1.2820164278245108e-18,-5.889263033297355e-17,-5.128065711298044e-19,1.1198291653641315e-09
-0.49357186453318397,-0.31958189363390777,-4.6473095995546575e-18,-2.5239698706181427e-17,-1.8589238398218633e-18,1.791726820059154e-10
-1.4672607088321001,-0.4590715260792769,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
-0.7485243773264694,-0.11578114049887697,1.505051936924079e-10,6.02021331778663e-11,6.02020774742519e-11,2.8667676336009507e-11
-0.4149997473726049,-0.1196874427482981,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
-0.531196879953993,-0.16460377482583333,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
0.08761911503810554,0.10088915588619328,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
-0.791031748022116,-0.3567683614649618,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
0.07891484844189123,0.1742732838939799,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
-1.0632651021876702,-0.4950153543472872,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
-0.7192832540502929,-0.08970715984884832,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
0.28768849187037704,0.15095826065134677,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
0.28429461920752197,0.053334543438374425,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
0.8575240540708441,0.3216758041867453,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
0.264569029514154,-0.02284270986314911,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
0.4807652624802029,0.2014431889339642,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
1.2872125510391799,0.43430774475050676,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
-0.25664609483855494,-0.2763815358223194,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
-1.5609808897509196,-0.5138397414674739,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
-0.46711356936052295,0.018690468837997506,9.63114852261183e-17,6.730586320309605e-17,3.8524594082490457e-17,2.8667676336009507e-11
