"date","Close"
"2003-01-03",0.0372130248650677
"2003-01-10",0.0206742938405577
"2003-01-17",-0.0281976508452777
"2003-01-24",-0.0458116195515501
"2003-01-31",-0.00663913903401525
"2003-02-07",-0.0308677219885833
"2003-02-14",0.00624785815329698
"2003-02-21",0.0157810697427694
"2003-02-28",-0.00831103565756308
"2003-03-07",-0.0146825572577827
"2003-03-14",0.00527026886210713
"2003-03-21",0.0723482426436304
"2003-03-28",-0.0367120883587573
"2003-04-04",0.0176203097637595
"2003-04-11",-0.0120769441040016
"2003-04-17",0.0286986219039376
"2003-04-25",0.00583577881939412
"2003-05-02",0.0341989582612152
"2003-05-09",0.00357389582155498
"2003-05-16",0.0115993815086046
"2003-05-23",-0.0118029590856885
"2003-05-30",0.0320249804814701
"2003-06-06",0.0247738424264261
"2003-06-13",0.000860137580062315
"2003-06-20",0.00713606520309717
"2003-06-27",-0.0197480250248052
"2003-07-03",0.00966411970372327
"2003-07-11",0.0125415012166572
"2003-07-18",-0.00484068709260388
"2003-07-25",0.00538152503593281
"2003-08-01",-0.0187287543429875
"2003-08-08",-0.00261525881109748
"2003-08-15",0.0132910778899422
"2003-08-22",0.00240961842520093
"2003-08-29",0.0149422959710348
"2003-09-05",0.0131863592302741
"2003-09-12",-0.00270586725320587
"2003-09-19",0.0171981323591455
"2003-09-26",-0.0388117202607789
"2003-10-03",0.0325681330331253
"2003-10-10",0.00794050611415376
"2003-10-17",0.00121295781362818
"2003-10-24",-0.0100665786771872
"2003-10-31",0.0209660664995104
"2003-11-07",0.00237651742396761
"2003-11-14",-0.00271918732803211
"2003-11-21",-0.0144514695670024
"2003-11-28",0.0218973556398243
"2003-12-05",0.00311369697832653
"2003-12-12",0.0118373532123428
"2003-12-19",0.0134272580202373
"2003-12-26",0.00661921881917138
"2004-01-02",0.0114228572561732
"2004-01-09",0.0119983192918323
"2004-01-16",0.0158910811162958
"2004-01-23",0.00150794109019259
"2004-01-30",-0.00916989348972841
"2004-02-06",0.0102292602848708
"2004-02-13",0.0026654642102697
