"bike_id","start_time","stop_time","start_station","start_lat","start_long","end_station","end_lat","end_long","type","birth_year","gender"
"26301","2018-02-26 19:11:03.707","2018-02-26 19:15:40.805","3186",40.7195861164717,-74.0431174635887,"3203",40.727595966,-74.044247311,"Subscriber",1986,"Male"
"26301","2018-02-27 07:52:49.151","2018-02-27 07:58:13.075","3203",40.727595966,-74.044247311,"3202",40.7272235,-74.0337589,"Subscriber",1979,"Male"
"26301","2018-02-27 12:03:27.596","2018-02-27 12:04:54.123","3202",40.7272235,-74.0337589,"3638",40.7242941,-74.0354826,"Subscriber",1963,"Male"
"26301","2018-02-27 13:53:51.997","2018-02-27 14:21:04.942","3638",40.7242941,-74.0354826,"3638",40.7242941,-74.0354826,"Subscriber",1984,"Male"
"26301","2018-02-27 14:30:42.847","2018-02-27 14:33:11.381","3638",40.7242941,-74.0354826,"3187",40.7211236,-74.03805095,"Subscriber",1980,"Male"
"26301","2018-02-27 16:31:04.002","2018-02-27 16:33:27.957","3187",40.7211236,-74.03805095,"3638",40.7242941,-74.0354826,"Subscriber",1980,"Male"
"26301","2018-02-27 17:37:12.586","2018-02-27 17:40:49.578","3638",40.7242941,-74.0354826,"3639",40.7192517,-74.034234,"Subscriber",1989,"Male"
"26301","2018-02-27 17:49:10.13","2018-02-27 17:55:03.029","3639",40.7192517,-74.034234,"3202",40.7272235,-74.0337589,"Subscriber",1962,"Male"
"26301","2018-02-27 18:21:57.964","2018-02-27 18:25:18.166","3202",40.7272235,-74.0337589,"3638",40.7242941,-74.0354826,"Subscriber",1992,"Male"
"26301","2018-02-27 22:08:55.336","2018-02-27 22:28:42.462","3638",40.7242941,-74.0354826,"3281",40.7459099663156,-74.0572714805603,"Subscriber",1981,"Male"
"26301","2018-02-28 08:19:37.379","2018-02-28 08:25:54.765","3281",40.7459099663156,-74.0572714805603,"3640",40.73367,-74.0625,"Subscriber",1972,"Male"
"26301","2018-02-28 18:17:07.157","2018-02-28 18:25:44.443","3640",40.73367,-74.0625,"3210",40.742677141,-74.051788633,"Subscriber",1988,"Male"
"26301","2018-03-01 10:27:57.018","2018-03-01 10:34:49.012","3210",40.742677141,-74.051788633,"3640",40.73367,-74.0625,"Subscriber",1986,"Male"
"26301","2018-03-03 04:12:49.664","2018-03-03 04:21:03.69","3640",40.73367,-74.0625,"3281",40.7459099663156,-74.0572714805603,"Subscriber",1978,"Male"
"26301","2018-03-03 18:18:47.06","2018-03-03 18:25:24.381","3281",40.7459099663156,-74.0572714805603,"3640",40.73367,-74.0625,"Subscriber",1978,"Male"
"26301","2018-03-04 03:46:27.083","2018-03-04 03:54:48.553","3640",40.73367,-74.0625,"3281",40.7459099663156,-74.0572714805603,"Subscriber",1978,"Male"
"26301","2018-03-04 17:18:45.39","2018-03-04 17:25:37.415","3281",40.7459099663156,-74.0572714805603,"3640",40.73367,-74.0625,"Subscriber",1978,"Male"
"26301","2018-03-05 00:08:53.291","2018-03-05 00:16:39.063","3640",40.73367,-74.0625,"3281",40.7459099663156,-74.0572714805603,"Subscriber",1978,"Male"
"26301","2018-03-05 07:49:36.989","2018-03-05 07:55:27.717","3281",40.7459099663156,-74.0572714805603,"3640",40.73367,-74.0625,"Subscriber",1979,"Male"
"26301","2018-03-05 18:41:57.491","2018-03-05 18:46:10.661","3640",40.73367,-74.0625,"3206",40.7311689,-74.0575736,"Subscriber",1981,"Male"
"26301","2018-03-05 21:05:46.689","2018-03-05 21:10:12.762","3206",40.7311689,-74.0575736,"3207",40.7376037,-74.0524783,"Subscriber",1983,"Male"
"26301","2018-03-06 08:37:44.138","2018-03-06 08:42:21.76","3207",40.7376037,-74.0524783,"3640",40.73367,-74.0625,"Subscriber",1985,"Male"
"26301","2018-03-06 18:29:41.06","2018-03-06 18:34:26.383","3640",40.73367,-74.0625,"3207",40.7376037,-74.0524783,"Subscriber",1980,"Male"
"26301","2018-03-06 22:05:39.957","2018-03-06 22:15:19.95","3207",40.7376037,-74.0524783,"3280",40.719282200707,-74.071261882782,"Subscriber",1990,"Male"
"26301","2018-03-08 10:25:57.001","2018-03-08 10:59:22.392","3280",40.719282200707,-74.071261882782,"3640",40.73367,-74.0625,"Subscriber",1953,"Female"
"26301","2018-03-10 00:27:24.23","2018-03-10 00:38:30.142","3640",40.73367,-74.0625,"3210",40.742677141,-74.051788633,"Subscriber",1995,"Female"
"26301","2018-03-10 09:08:31.449","2018-03-10 09:20:46.861","3210",40.742677141,-74.051788633,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1995,"Female"
"26301","2018-03-11 08:57:02.638","2018-03-11 16:11:08.937","3207",40.7376037,-74.0524783,"3211",40.72152515,-74.046304543,"Customer",1982,"Male"
"26301","2018-03-12 06:58:12.045","2018-03-12 07:01:49.124","3211",40.72152515,-74.046304543,"3213",40.71848892,-74.047726625,"Subscriber",1991,"Male"
"26301","2018-03-12 07:07:39.186","2018-03-12 07:10:15.291","3213",40.71848892,-74.047726625,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1962,"Female"
"26301","2018-03-12 08:16:31.772","2018-03-12 08:29:35.254","3269",40.7260117296463,-74.0503889322281,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1985,"Female"
"26301","2018-03-12 18:00:45.445","2018-03-12 18:05:35.016","3186",40.7195861164717,-74.0431174635887,"3269",40.7260117296463,-74.0503889322281,"Subscriber",1986,"Female"
"26301","2018-03-13 08:16:25.083","2018-03-13 08:21:36.413","3269",40.7260117296463,-74.0503889322281,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1978,"Male"
"26301","2018-03-13 16:57:11.519","2018-03-13 17:03:48.518","3267",40.7124188237569,-74.0385255217552,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1989,"Male"
"26301","2018-03-13 17:45:16.493","2018-03-13 17:50:06.833","3186",40.7195861164717,-74.0431174635887,"3203",40.727595966,-74.044247311,"Subscriber",1977,"Female"
"26301","2018-03-13 19:34:40.123","2018-03-13 19:40:06.79","3203",40.727595966,-74.044247311,"3273",40.72165072488,-74.0428841114044,"Subscriber",1975,"Female"
"26301","2018-03-14 00:03:39.465","2018-03-14 00:07:44.939","3273",40.72165072488,-74.0428841114044,"3203",40.727595966,-74.044247311,"Subscriber",1978,"Unknown"
"26301","2018-03-14 08:21:59.047","2018-03-14 08:26:35.04","3203",40.727595966,-74.044247311,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1971,"Male"
"26301","2018-03-14 11:48:13.315","2018-03-14 11:52:52.5","3211",40.72152515,-74.046304543,"3275",40.7183551982321,-74.0389144420624,"Subscriber",1973,"Male"
"26301","2018-03-15 08:41:33.221","2018-03-15 08:46:30.271","3275",40.7183551982321,-74.0389144420624,"3183",40.7162469,-74.0334588,"Subscriber",1982,"Male"
"26301","2018-03-15 12:27:07.085","2018-03-15 12:31:28.076","3183",40.7162469,-74.0334588,"3213",40.71848892,-74.047726625,"Subscriber",1986,"Male"
"26301","2018-03-16 06:49:11.44","2018-03-16 06:53:07.671","3213",40.71848892,-74.047726625,"3272",40.7233315864644,-74.0459525585174,"Subscriber",1962,"Male"
"26301","2018-03-16 07:04:35.654","2018-03-16 07:09:11.451","3272",40.7233315864644,-74.0459525585174,"3205",40.7165397809919,-74.0496379137039,"Subscriber",1956,"Male"
"26301","2018-03-18 10:35:01.038","2018-03-18 10:47:56.563","3205",40.7165397809919,-74.0496379137039,"3275",40.7183551982321,-74.0389144420624,"Subscriber",1980,"Male"
"26301","2018-03-18 18:58:13.798","2018-03-18 19:13:11.485","3275",40.7183551982321,-74.0389144420624,"3275",40.7183551982321,-74.0389144420624,"Subscriber",1989,"Male"
"26301","2018-03-18 22:19:25.436","2018-03-18 22:22:45.048","3275",40.7183551982321,-74.0389144420624,"3214",40.7127742,-74.0364857,"Subscriber",1989,"Male"
"26301","2018-03-19 16:40:51.465","2018-03-19 16:46:41.737","3214",40.7127742,-74.0364857,"3185",40.7177325,-74.043845,"Subscriber",1994,"Male"
"26301","2018-03-19 19:56:42.381","2018-03-19 20:00:56.541","3186",40.7195861164717,-74.0431174635887,"3203",40.727595966,-74.044247311,"Subscriber",1988,"Male"
"26301","2018-03-19 20:25:45.234","2018-03-19 20:28:04.238","3203",40.727595966,-74.044247311,"3203",40.727595966,-74.044247311,"Subscriber",1973,"Male"
"26301","2018-03-20 07:50:33.531","2018-03-20 07:57:11.704","3203",40.727595966,-74.044247311,"3639",40.7192517,-74.034234,"Subscriber",1966,"Male"
"26301","2018-03-20 18:05:34.783","2018-03-20 18:12:24.678","3639",40.7192517,-74.034234,"3202",40.7272235,-74.0337589,"Subscriber",1976,"Male"
"26301","2018-03-20 18:14:29.185","2018-03-20 18:18:22.556","3202",40.7272235,-74.0337589,"3639",40.7192517,-74.034234,"Subscriber",1990,"Male"
"26301","2018-03-20 21:15:12.02","2018-03-20 22:02:31.267","3639",40.7192517,-74.034234,"3199",40.7287448,-74.0321082,"Subscriber",1971,"Male"
"26301","2018-03-22 21:18:03.489","2018-03-22 21:25:10.943","3199",40.7287448,-74.0321082,"3272",40.7233315864644,-74.0459525585174,"Customer",1969,"Unknown"
"26301","2018-03-22 21:57:08.865","2018-03-22 22:00:02.067","3272",40.7233315864644,-74.0459525585174,"3269",40.7260117296463,-74.0503889322281,"Subscriber",1989,"Female"
"26301","2018-03-23 08:08:14.723","2018-03-23 08:12:29.381","3269",40.7260117296463,-74.0503889322281,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1983,"Male"
"26301","2018-03-23 16:56:05.623","2018-03-23 17:01:16.373","3186",40.7195861164717,-74.0431174635887,"3205",40.7165397809919,-74.0496379137039,"Subscriber",1966,"Male"
"26301","2018-03-25 08:12:14.693","2018-03-25 08:20:17.693","3205",40.7165397809919,-74.0496379137039,"3211",40.72152515,-74.046304543,"Subscriber",1988,"Male"
"26301","2018-03-25 20:43:30.176","2018-03-25 20:45:41.235","3211",40.72152515,-74.046304543,"3205",40.7165397809919,-74.0496379137039,"Subscriber",1988,"Male"
"26301","2018-03-26 08:39:19.1","2018-03-26 08:43:34.216","3205",40.7165397809919,-74.0496379137039,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1976,"Male"
"26301","2018-03-26 12:42:10.89","2018-03-26 13:08:47.599","3269",40.7260117296463,-74.0503889322281,"3216",40.6970299,-74.0969366,"Subscriber",1977,"Male"
"26301","2018-04-13 09:29:19.363","2018-04-13 09:37:16.084","3272",40.7233315864644,-74.0459525585174,"3214",40.7127742,-74.0364857,"Subscriber",1986,"Female"
"26301","2018-04-13 14:05:26.601","2018-04-13 14:16:00.54","3214",40.7127742,-74.0364857,"3209",40.7241765,-74.0506564,"Subscriber",1980,"Female"
"26301","2018-04-13 19:57:59.817","2018-04-13 20:11:26.75","3209",40.7241765,-74.0506564,"3209",40.7241765,-74.0506564,"Subscriber",1990,"Female"
"26301","2018-04-13 22:11:45.027","2018-04-13 23:01:52.442","3209",40.7241765,-74.0506564,"3213",40.71848892,-74.047726625,"Subscriber",1994,"Male"
"26301","2018-04-14 09:40:59.099","2018-04-14 09:48:45.159","3213",40.71848892,-74.047726625,"3183",40.7162469,-74.0334588,"Subscriber",1959,"Female"
"26301","2018-04-14 14:24:43.64","2018-04-14 14:36:23.221","3183",40.7162469,-74.0334588,"3203",40.727595966,-74.044247311,"Subscriber",1986,"Male"
"26301","2018-04-14 15:39:11.978","2018-04-14 15:50:59.566","3203",40.727595966,-74.044247311,"3184",40.7141454,-74.0335519,"Subscriber",1977,"Male"
