"time","value"
1951,2.00780012291644
1951.08333333333,1.12328858413354
1951.16666666667,-0.317528739119427
1951.25,-0.805766889926389
1951.33333333333,-1.14221842699834
1951.41666666667,-0.655555892975715
1951.5,-1.53460518373072
1951.58333333333,-0.330869071068998
1951.66666666667,-0.747888354644188
1951.75,-0.674726171790633
1951.83333333333,-0.653980276191381
1951.91666666667,-0.467372037232653
1952,-0.579242476553492
1952.08333333333,-0.230290826641405
1952.16666666667,0.752015421837867
1952.25,-0.537015287680091
1952.33333333333,0.173020426146766
1952.41666666667,0.349439566724591
1952.5,0.204690817801816
1952.58333333333,-0.14426083211027
1952.66666666667,0.194134020583466
1952.75,0.598653191318524
1952.83333333333,-0.158704260572185
1952.91666666667,-1.16175640465071
1953,0.886207373542292
1953.08333333333,-0.055815001685362
1953.16666666667,-0.155185328166068
1953.25,-0.338274634718679
1953.33333333333,-2.09637321622868
1953.41666666667,-0.425144848359253
1953.5,-0.172044592521756
1953.58333333333,-1.53812411613683
1953.66666666667,-0.782709979867907
1953.75,0.415563884765913
1953.83333333333,-0.0957311760995322
1953.91666666667,-0.326142220715995
1954,0.88426405792051
1954.08333333333,0.202379803342586
1954.16666666667,0.293136648226724
1954.25,-0.0941555593151977
1954.33333333333,-0.195101502580238
1954.41666666667,-0.470523270801322
1954.5,-0.0605418520383654
1954.58333333333,0.900650802004206
1954.66666666667,0.600596506940306
1954.75,0.651069478572826
1954.83333333333,0.35259080029326
1954.91666666667,1.50548624248501
1955,0.235625811781971
1955.08333333333,1.96751624966482
1955.16666666667,0.518085444815288
1955.25,-0.725566842260601
1955.33333333333,0.29156103144239
1955.41666666667,0.631899199757908
1955.5,1.20070509706811
1955.58333333333,1.26173486591898
1955.66666666667,1.72922712112669
1955.75,1.81804065038904
1955.83333333333,1.30322665711748
1955.91666666667,1.30322665711748
1956,1.63615926178332
1956.08333333333,1.87166485559023
1956.16666666667,1.40259698359819
1956.25,0.364723214295945
1956.33333333333,0.675334306578195
1956.41666666667,0.464461239614098
1956.5,0.506320729650051
1956.58333333333,0.961680570855077
1956.66666666667,0.358053048321159
1956.75,2.23154100155812
1956.83333333333,0.261833955409122
1956.91666666667,0.913991133953778
1957,1.18274273620008
1957.08333333333,0.256371707381223
1957.16666666667,0.251277158190772
1957.25,-0.137590666135485
1957.33333333333,-1.05146158211421
1957.41666666667,-0.360596147102266
1957.5,-0.140741899704154
1957.58333333333,-0.630923366132898
1957.66666666667,-0.418106983547019
1957.75,0.574388363313155
1957.83333333333,-0.844107447556225
1957.91666666667,-0.223252961829172
1958,-1.33271329720064
1958.08333333333,-0.165742125384418
1958.16666666667,0.383893493110863
1958.25,-0.209177232204705
1958.33333333333,-1.24001313669471
1958.41666666667,-0.435701645577603
1958.5,-0.189639254552339
1958.58333333333,0.661626275791176
1958.66666666667,-0.0710986492567154
1958.75,-0.0503527536574631
1958.83333333333,-0.357444913533597
1958.91666666667,-0.538958603301873
1959,-0.779926445136686
1959.08333333333,-0.835493965959657
1959.16666666667,1.27349958108421
1959.25,-0.015531128433744
1959.33333333333,-0.191582570174122
1959.41666666667,-0.679820720981084
1959.5,-0.650093644947816
1959.58333333333,-0.289009581033045
1959.66666666667,0.406950403169345
1959.75,0.863885861158705
1959.83333333333,0.874074959539607
1959.91666666667,0.833791086287989
1960,0.537255723630206
1960.08333333333,0.453536743558301
1960.16666666667,0.996134497241348
1960.25,0.216455532967053
1960.33333333333,-0.0886933112872988
1960.41666666667,-0.425144848359253
1960.5,0.0912447616966432
1960.58333333333,0.736731774266513
1960.66666666667,0.799337159901718
1960.75,0.392874673544878
1960.83333333333,0.713674864208031
1960.91666666667,0.889726305948408
1961,0.266928504599573
1961.08333333333,1.48279703126398
1961.16666666667,-1.62221079504619
1961.25,0.504377414028269
1961.33333333333,-0.139166282919819
1961.41666666667,-0.398936704732102
1961.5,-0.0953634772620845
1961.58333333333,0.227380029022851
1961.66666666667,0.581426228125388
1961.75,-0.127033868917135
1961.83333333333,0.849810131534238
1961.91666666667,1.59624308736915
1962,2.47881131053027
1962.08333333333,0.354166417077595
1962.16666666667,0.451961126773966
1962.25,0.0368851588205585
1962.33333333333,0.473074721210666
1962.41666666667,-0.0257202268146464
1962.5,-0.470523270801322
1962.58333333333,0.769977782705898
1962.66666666667,0.829064235934986
1962.75,1.35054839518133
1962.83333333333,0.364723214295945
1962.91666666667,0.0959716120496467
1963,1.52113758889381
1963.08333333333,1.32943480074463
1963.16666666667,1.09902375612817
1963.25,0.0681878516381608
1963.33333333333,-0.191582570174122
1963.41666666667,-0.801880258682825
1963.5,-0.304660927441847
1963.58333333333,-0.254187955809326
1963.66666666667,-0.0343337084112141
1963.75,-0.599620673315296
1963.83333333333,-0.491636865238022
1963.91666666667,-0.93838322484648
1964,0.137831102085599
1964.08333333333,0.673390990956413
1964.16666666667,1.2543293022693
