"boa","citi","jpm"
-0.0137751709569793,-0.00849400672258312,-0.0103068489375931
-0.0115670093890265,0.0125364029531097,0.00208326551397535
-0.00154537544814694,0.0096989409407812,0.00571551270721754
-0.0108359489040165,-0.00572225729017705,-0.00800805501209421
0.0125193755475376,-0.00637235571686393,-0.00338540612622008
-0.00242865965406493,-0.00248238476844229,-0.00966839735495907
-0.00265586526679831,-0.00311044902867768,0.00237493496899746
-0.0124277754238308,-0.00977770279970139,-0.00579110366155538
0.00876351708823948,-0.00189083141781198,0.00105887653977845
0.0187128415662384,0.0138919913101844,0.0156045905548475
-0.0166198507350192,-0.00269878565784773,-0.0145834917708966
0.00756144578044266,-0.00562037997667754,-0.0155920334824608
-0.004855813886767,0.00334944398920948,-0.0107383046609068
0.00288313513903413,0.00897162128655306,0.000814277724007949
0.00818255001087532,0.00310175471535599,-0.000542195961299595
0.00394762144144653,-0.000618789220763766,-0.000814170045553702
-0.00524279867081608,0.00165019418894115,-0.00217172854528637
0.00373311519639438,-0.00370666817487358,0.00680254149887145
0.0146611550504564,0.0138486054304794,0.00891859312809194
0.00668530798633524,0.00876660978357514,0.00455410057064515
0.00107119234915649,0.00404211210304989,0.000533343245855262
-0.00706219133515944,-0.00182772815573256,-0.00346466021319089
0.0105603812211437,0.0128177603510769,0.00802357162999712
-0.00533113078349644,-0.00100449975967474,0.00742931076052121
0.00535970406683759,-0.00502686797192518,-0.00553147974140921
-0.00959654254671747,-0.00606307978897264,-0.00688528037272776
0.0105509394217711,-0.00406693868903906,-0.00133309791093609
-0.0023439851643786,0.00857516350493307,0.000800747796380341
0.00234949233956637,-0.00303660035236686,0.000533702275951982
0.00277032039099327,0.00304584937966641,0.00133313508289347
-0.00616226987846672,-0.00445342840703091,-0.00585877930039295
-0.00876659073624795,-0.00772678227350252,-0.0147326510814528
-0.0133731035829357,-0.00471301207668709,-0.00734141858217581
-0.011806162250365,-0.0127651029938844,-0.0158861976345034
0.0117255796808411,0.00896750982984717,0.0153074377597044
0.0102774627200827,-0.00165361402409484,0.00548255816286156
0.012770826754689,-0.000413970544371846,0.00790624823642549
-0.00299228739195281,-0.0115991182345985,-0.0113603954605172
0.00921769900838369,0.00335304882738697,0.014774323439417
-0.00128677214398845,0.00522125201903992,-0.00269653200480461
-0.00515343927266436,-0.0033241730413256,0.000540885180284942
0.00971290098929467,0.00896384773659624,0.013509885544836
-0.00662675770861013,0.00144610148465328,-0.00453220830454202
-0.00451880072827917,0,-0.010712309825357
-0.0121056831598857,-0.0121722375997974,-0.0127233812398947
0.00350086820947511,0.00563908874002678,-0.00301619525580575
-0.00196218113557946,-0.00747664988038371,-0.00687558486118465
0.000655203347743529,0.00899784309895754,0.00941565469028045
-0.00567644411395757,-0.00871023598104885,-0.00548729904774037
-0.0162496447627725,-0.00899580737556006,0
-0.000446863400079528,-0.00274439607898574,-0.00275817255753852
0.00357308669159826,-0.00825561003345705,-0.00387301615456589
-0.0142412278661095,-0.023265772331217,-0.00610914046919811
-0.0144468523188007,-0.028846241911694,-0.0203965869733981
0.00733000093804156,0.000225256721904049,-0.00370819528373321
-0.00523030885452633,0.00157469262688106,0
0.012343189286142,0.00561547884154908,-0.00229025719640187
-0.00903128821304306,-0.00938128810885545,-0.00774743148565146
0.00296185376807725,0.0128524133844566,0.0106997804431109
0.0018168370918097,0.000445037920272129,-0.0100143702286194
-0.00204034250884663,-0.00712026853203621,-0.0101155514537489
0.00340800896973414,-0.000672295778248522,-0.00412893527315027
0.00339687834338131,0.00784890289224258,0.0239860568344933
0.00654488422405533,0.00467298364260655,0.00289180640218806
0.00515681077244014,0.00686601542729431,0.00345998646472902
